Review_id,Comments,Ratings,Sentiments
XpVt6Z1Gjjo,"This looks like a great video, but after you are done would you be kind enough to check out my new YouTube channel and give me some feedback? Maybe even subscribing? :)",0,5
XpVt6Z1Gjjo,Get the diamond play button appraised,0,5
XpVt6Z1Gjjo,Ok. So if you would. What editing things do you use for your videos? I'm trying to start but have no idea how to make cool edits.,0,2
XpVt6Z1Gjjo,why is the thumbnail so threatening,0,1
XpVt6Z1Gjjo,He talking about how we changed logging Forever on his own channel should be a lot more humbling if somebody else made this video instead of you know Logan Paul make it a video about how Logan Paul change login forever you didn't change shit if anything you just exposed a large audience of five to 10 year olds maybe even freshman in high school that like your videos people that you can hook up with or fuck really sad and it's really pathetic how your entire audience is made up of these people nobody can actually buy or afford anything without asking their parents that's exactly who your audience is,0,1
XpVt6Z1Gjjo,FUCK THIS DUDE AND HIS BROTHER.,0,1
XpVt6Z1Gjjo,by the way why do you have a card board of the picture of alya do you like to look at it lol,0,5
XpVt6Z1Gjjo,"Just a tad arrogant with the title, huh?",0,1
XpVt6Z1Gjjo,"Evan is just taking ur money for granted cause he said if his Rolex had fake diamonds he wouldn't be ur friend anymore and he left when u said the diamond was real, but don't keep commenting it's probably a joke cause ik it might be but my opinion is that he's using Logan's money for granted",0,5
XpVt6Z1Gjjo,Omg he broke his play button box,0,1
XpVt6Z1Gjjo,Get off of YouTube you spoiled Hollywood brat.,0,2
XpVt6Z1Gjjo,Attack of titan squad were u at👻❤️😂,0,1
XpVt6Z1Gjjo,Congrats Logan love u so much someday I would love to meet u #1 fan of the logang ❤️,0,5
XpVt6Z1Gjjo,Um well not the best Vlog was expecting more but congrats,0,5
XpVt6Z1Gjjo,Evan lowkey is starting to piss me off!,0,1
XpVt6Z1Gjjo,tone it down fgt you didn't change youtube,0,2
XpVt6Z1Gjjo,You all are worms. Congrats for being simple minded.,0,5
XpVt6Z1Gjjo,░░░░░▐▀█▀▌░░░░▀█▄░░░\n░░░░░▐█▄█▌░░░░░░▀█▄░░\n░░░░░░▀▄▀░░░▄▄▄▄▄▀▀░░\n░░░░▄▄▄██▀▀▀▀░░░░░░░\n░░░█▀▄▄▄█░▀▀░░\n░░░▌░▄▄▄▐▌▀▀▀░░ THIS IS BOB\n▄░▐░░░▄▄░█░▀▀ ░░\n▀█▌░░░▄░▀█▀░▀ ░░ COPY AND PASTE HIM\n░░░░░░░▄▄▐▌▄▄░░░ SO HE CAN TAKE\n░░░░░░░▀███▀█░▄░░ OVER YOUTUBE\n░░░░░░▐▌▀▄▀▄▀▐▄░░\n░░░░░░▐▀░░░░░░▐▌░░,1,2
XpVt6Z1Gjjo,"No one fucking cares. You're a 12 year old. There comes a point where you're too old for the whole I'm so goofy and fun every second of every day schtick. Yeah you're impressing douchey 14 year olds who waste their lives on YouTube but to the real world you and your fucktard brother are nothing more than a pair of over privileged, white privileged toddlers. Grow the fuck up man. You think this will be your life forever. One day you're going to face the real world and realize you can't just jump around and scream your way to a real job. Or you can't hair flip your way out of an inevitable date rape charge.",0,1
XpVt6Z1Gjjo,yu are the best,1,5
XpVt6Z1Gjjo,Well done I LOVE! You so much :D,1,5
XpVt6Z1Gjjo,"I am very happy for this man and we need to spread more love. United we stand, divided we fall.",1,5
XpVt6Z1Gjjo,Me and my friends subscribe AAAAAAAAAAAA you got the Diamond Play button 💎😆😆😆😆😆😆😁😁😁😁😁😁😁,1,5
XpVt6Z1Gjjo,I like you logan but your brother is a menace to youtube,1,1
XpVt6Z1Gjjo,Hay login were is my March I bought it 3 months ago,1,2
XpVt6Z1Gjjo,OMG u made this vid on my bday,2,2
XpVt6Z1Gjjo,I was the 50k sub and now this!,2,2
XpVt6Z1Gjjo,😂😂😂😂😭 I love Evan so much!!!,2,5
XpVt6Z1Gjjo,it's everyday bro,0,2
XpVt6Z1Gjjo,DAFUQ did  i just watch ;),0,4
XpVt6Z1Gjjo,Jake Paul ? Who,0,2
XpVt6Z1Gjjo,Pls subscribe to my channel,0,3
XpVt6Z1Gjjo,Logang gang gang,0,2
XpVt6Z1Gjjo,Whooooo.   Let's go Logang,0,2
XpVt6Z1Gjjo,1 on trending good job,0,4
XpVt6Z1Gjjo,365 days \n364 vlogs,1,2
XpVt6Z1Gjjo,M,0,2
XpVt6Z1Gjjo,My balls are itchy.....,0,1
XpVt6Z1Gjjo,Sum ass Logan,0,1
XpVt6Z1Gjjo,what happen if Mavrick die,0,1
XpVt6Z1Gjjo,This is shit.,0,1
XpVt6Z1Gjjo,1 on trending !!!!!!,1,2
XpVt6Z1Gjjo,# be a gote,0,2
XpVt6Z1Gjjo,my,0,2
XpVt6Z1Gjjo,Tomorrow is my Birthday,2,2
XpVt6Z1Gjjo,#1 on trending....................,1,2
XpVt6Z1Gjjo,"#1 on trending, FUCK YES!",2,1
XpVt6Z1Gjjo,hi first,2,2
XpVt6Z1Gjjo,Woooooooooooooooow my boy,1,2
XpVt6Z1Gjjo,Happy vlogiversary,2,5
XpVt6Z1Gjjo,#1 trending whoaaaa,1,2
XpVt6Z1Gjjo,MY BOIIII IS #1 TRENDING LMAO,2,5
XpVt6Z1Gjjo,#1 on treading!!!,2,2
XpVt6Z1Gjjo,*eyyyjooooo Good morning loooganng WHATS POPPPINNN?!?*,2,5
XpVt6Z1Gjjo,Good Job on trending Logan.,2,4
cLdxuaxaQwc,Love you Pewdiepie don't apologize your fine,0,5
cLdxuaxaQwc,"I am seeing so much idiocy and lack of self awareness in these comments. Let me hit you all with some knowledge: the N word is not okay to say because it has body counts and a huge amount of human suffering attached to it. The word goes back to slave owning days, same as the N word with no hard r. Black folks can say the word because it is theirs to reclaim. I'm a person of color and that word is not in my vocabulary. Why? Because I'm not black, and I'm aware of the oppression tied to this word. I'm also not a piss baby arguing why I should be able to use such a gross word because again, this word is not mine to reclaim. So yeah, it's fine when all these black rappers use the word because it's a part of their personal history. As a grown ass woman I am still in disbelief that people can't have a pinch of empathy for their fellow human beings. If you're not black, you are irrelevant in the conversation of whether you can say the n word. You can't, bottom line, and if you're still arguing your right to say it, well then I have news for you: you're a racist.",0,1
cLdxuaxaQwc,Pewds we are all behind you. This is just another attack on your character. We love you,0,4
cLdxuaxaQwc,You're telling me that you're not perfect and sometimes you fuck up? \nThat's wired..,0,1
cLdxuaxaQwc,Everybody says that when u play call of duty and other games it's immature but can be over looked by great people it takes someone low to sit and fight about it it's life man,0,4
cLdxuaxaQwc,Never apologise to the regressives,0,1
cLdxuaxaQwc,"dont be sorry pewds, EVERYBODY says something  bad everyday, but your a public person and says this ONE time and get fukin news all over the world talking about it.. jeeezyys, keep on doing what your doing niggah",0,1
cLdxuaxaQwc,Other streamers do the same thing and don't apologize. Here is a prime example of a truly moral person he tries so hard even censors himself to try and be a good example but he makes one tiny mistake and they attack him.  I saw an example where a teachers writes the time tables for 9 he starts by writing 9x1=10 then writes the rest right. The kids make fun because he got one wrong but fail to acknowledge that the rest are correct it goes to show people will quickly make fun of your mistakes but ignore your accomplishments. Keep doing what you're doing pewds you truly are an inspiration,0,1
cLdxuaxaQwc,PROCEED WITH CAUTION: \nThis comment section will give you stage 4 cancer immediately.,0,1
cLdxuaxaQwc,this isn't a bad thing... shit happens,0,1
cLdxuaxaQwc,"I forgot that pewdiepie's fandom is a majority white people 😒.\n IF 👏 YOU'RE 👏 WHITE 👏 DONT 👏 TELL 👏 POC 👏 HOW 👏 THEY 👏 SHOULD 👏 FEEL 👏. Our ancestors paid for that word with their own blood, so poc today can use it how ever we want. You cannot tell us how we should feel. Y'all are disgusting for backing up your problematic fave and I'm pretty sure he did this before. Pewdiepie is canceled.",0,4
cLdxuaxaQwc,And this could in all honestly become a good thing for you. You sit on a platform where you could really educate people especially when so many of your fans seem to think it's okay to be said. Really learn about the history of the word and come back to us if you can because you could really help educate people and that's powerful.,1,5
cLdxuaxaQwc,What the hell is wrong with everyone who's talking badly about him he said the word by accident it's ok pewdiepie you're super cool we all love you the people who are here and supporting you😊❤️,0,5
cLdxuaxaQwc,"OK guys i get that the word was once used as a demeaning term and that the history of that word will never change, yes pewds fucked up but still it quite obviously wasn't his intention to use the word in a racist way. And those people overreacting are making it easier for toxic media influencers  to fuck every single content creator because they are blowing this out of proportion, pewds is not a racist.",0,1
cLdxuaxaQwc,pewdiepie had nothing to be sorry about.  everybody who is mad at him need to get their head out of their ass and get over themselves.  or maybe when a black person makes an offensive remark about a white person i should call them racist and see how they like it.  turn about is fair play.,0,1
cLdxuaxaQwc,I think other YouTube's who are hatting at him are just jealous that he is bigger than them. I think yes it was wronge for him to say it but common give this guy a break ok I have heard this word said by black people daily if they can say it why can't white people why so sensitive. I am Indian and have heard Sooo much rasisum from every body including black and white people. This is outrageous I am pissed and not happy u can clearly see he was hyped up at the time when he said this can't u actually just support him and understand that he is a human as well,0,1
cLdxuaxaQwc,"Oh no you're famous so theyre take this outta proportion, keemstar and idubbz didnt get attacked by media just because theyre smaller",0,3
cLdxuaxaQwc,Y'all will forgive him for anything lol,0,5
cLdxuaxaQwc,i think its funny how he said one word and all of the sudden its the end of the world i get it words hurt but you all need to grow up honestly because i can say this the fact that you get offended by a word is dissapointing like seriously theres so much worse one youtube but no one does anything about that grow up!! and at least he had the decency to own up to what you did he said this to everyone in the entire world lets you get on camara and apologize infront of millions of people i bet you cant do it..,0,1
cLdxuaxaQwc,"I am not angry at you at all.  And you shouldn't have to apologize.  The way I see it, if it's such a bad word then NO ONE should be using it.  Not just white people.  I support you Pewds!",0,1
cLdxuaxaQwc,"HUMANS MAKE MISTAKES\n\nIF YOU HAVENT MADE THEM, YOU ARENT HUMAN.",0,2
cLdxuaxaQwc,i am convinced a large percentage of PewDiePie's audience are 12 year old white boys who think they are edgy by saying the N word.,0,4
cLdxuaxaQwc,"I don't see it as racist, but rather as an accident",0,1
cLdxuaxaQwc,I like how when other people say these things its fine but when a famous person says this everyone loses their heads,0,1
cLdxuaxaQwc,People mad because he said the n word!? He said it by accident cause everyone does it,0,1
cLdxuaxaQwc,"Its just a word, calm down",0,4
cLdxuaxaQwc,"lets be honest here guys, we all have let the word slip before... cmon now lol, we are confronted with the word on tv, music, shows, friends, cmon now we have all let it slip atleast once....  lets not front",0,5
cLdxuaxaQwc,To the people saying that since black people say it why does it matter if another race says it this is one of many reasons why our society is shit now. It doesn't matter if black says it that doesn't justify other groups using the term shit like that doesn't just slip out that's the worst word you can think of ? It's scary how dumb a lot of people are in these comments we've got a lot of work to do America. Some of your reasoning validation his reasoning for using the word is ridiculous. #SMD,0,1
cLdxuaxaQwc,"So humble! It's ok Pewds, u didn't mean to cause the drama that crowds try to create. U are a good example to your fans.",0,5
cLdxuaxaQwc,👈 watch by clicking here people's are entertaining,1,4
cLdxuaxaQwc,"Listen listen, it's not up to white people to judge or criticize you for what you said, the word you said it's a offensive slang to black people if anyone has the right to be offended is them. So, please , people on the comments, stop saying it's just a word or I feel offended for them . Let them say what they think about what happened.",0,1
cLdxuaxaQwc,What did he say??,0,2
cLdxuaxaQwc,"Honestly, who is not racist (in their own way) nowadays? Even ppl make jokes of asian having small eyes ...it's common and no it doesnt affect me LOL PLUS HE DIDNT SAY IT OWN PURPOSE ! IF HE REALLY MEANT IT, WHY WOULD HE SAY SORRY :/",0,1
cLdxuaxaQwc,If your not black you have no right to say that word point blank period,0,1
cLdxuaxaQwc,I'm white ok I don't know if it really is offensive at all. BUT HOW THE FUCK DOES HIM SAYING THIS AFFECT YOU AT ALL. He didn't say anything about someone trying to be mean to them. Y'all need to chill.,0,1
cLdxuaxaQwc,Sticks and Stones may break my bones but words will never hurt me,0,5
cLdxuaxaQwc,Don't apologize. Political correctness is the newspeak word for leftist censorship.  All these media outlets just trying to bring you down solely because you seem to be somewhat right winged. The fucking Wall Street Journal tried the same thing few months ago and they failed lmao,0,3
cLdxuaxaQwc,I forgive you but man i can you blame people for saying the n word we say it ourselves,0,1
cLdxuaxaQwc,Social justice warriors need to chill,0,5
cLdxuaxaQwc,"As a Black American, I don't think it's that big of a deal. I haven't even seen the clip but from what I've heard and from what I know about Pewds from watching him for years, I can conclude it wasn't meant to be offensive. Lots of the time the word is used now (or its variants), it's not meant to be racist or worth getting offended over. Although, I don't get why people have this weird obsession with saying it. While context does matter, regardless, it's a word with a shitty history and unnecessary to use. When people have a fixation with the word it weirds me out and makes me think they're closet racists. Do people think it's edgy or something? (I'm talking primarily about nigger, not nigga because that word has a totally different connotation)",0,1
cLdxuaxaQwc,Saying Nigga isn't even bad it's only bad if you say it in a hateful way to black people ALL THE CRY BABIES and immature people stop going at him I guarantee youse you wouldn't say it to idubbz or others but because it's pewdiepie you think you have the right to go full force at him Yet I can see were people are coming from because pewdiepie did start the biggest ad crisis on any platform ever he has to much pressure on  him that's my speech down 😂😂 btw I do like idubbz it was just an example,0,1
cLdxuaxaQwc,"say the N word is not alright at all, but people are overreacting waaaaay too much",0,1
cLdxuaxaQwc,Idubbbz says niggerfaggot in like every single video a year ago and it's hilarious. Everyone's such a boner. Love you Felix,0,5
cLdxuaxaQwc,"If u are really sorry, donate money to africa that you got from making this video.",0,1
cLdxuaxaQwc,"Poods, irrespective of your intentions (which I genuinely believe are pure and not hateful), you are a public face and voice and what you say and do influences others greatly. It's really disappointing to see that you still struggle to really respect the influence you have on YouTube and to your 57 million audience. I hope you wake the fuck up and stop this shit because you're a good, entertaining guy who really is and should be better than this. I hope you turn things around bro. Be more woke.",0,5
cLdxuaxaQwc,It's okay man👌👌,0,5
cLdxuaxaQwc,"Weird, my thumbs up doesn't stay. Could it be corrupted YouTube again?",0,1
cLdxuaxaQwc,"The day nobody cares about the word is the day it loses its power over people. Don't try to tell me that I'm only saying this because I don't UNDERSTAND. I DO. People have been slaughtered before, Countries have been Defiled AND ENSLAVED.. USED AS PROSTITUTES. NOT ONLY YOU... WHY DO I FEEL LIKE YOU GUYS ARE LETTING THIS N WORD STILL ENSLAVE YOU?",0,1
cLdxuaxaQwc,Who gives a Shit .,0,1
cLdxuaxaQwc,"THERE ARE PEOPLE SUFFERING FROM HURRICANES AND YET Y'ALLZ ARE WORRIED ABOUT SOME CRACKA WITH A POTTY MOUTH???\n\nSincerely, your friendly neighborhood Beaner.",0,1
cLdxuaxaQwc,"honestly I don't care I won't let the word overpower me, I always will care about you pewdie!",0,5
cLdxuaxaQwc,say the word cracker.. journos wont care because theres a huge double standard and they hate white people!,0,1
cLdxuaxaQwc,This guy's face screams 'I'm gonna kill myself'. He seems to have lost all zest for life.,0,1
cLdxuaxaQwc,Blacks folks say that shit with every sentence and when whitey says it on accident without disrespectful thoughts the whole world turns.,0,1
cLdxuaxaQwc,It's ok Felix.,0,4
cLdxuaxaQwc,"I think it is okay, you are sorry about that and it is done. Strange is, that we have here 2 kind of people. 1 which can say this word with N and nothing happen und the other people where everybody get insane. Just think of it.",0,1
cLdxuaxaQwc,Power is the disease.  Care is the cure.  Keep caring for yourself and others as best as you can.  This is life.,0,5
cLdxuaxaQwc,20 likes and I’ll eat a pickle,0,4
cLdxuaxaQwc,How many sorrys can one say and still be able to be a part of YouTube,0,2
cLdxuaxaQwc,Real life racism in the world<Guy says dum shit on a video game..,0,1
cLdxuaxaQwc,People in the coments you are stupid hes an adult its not a mastake he should know not to say it stop defending him all the time,0,1
cLdxuaxaQwc,Y'all are stupid,0,1
cLdxuaxaQwc,I bet you only 10% of the people getting triggered by him saying the n word are actually black.,0,2
cLdxuaxaQwc,Hey Felix who care? The context is what matters. We know you are not a racist. Don't feed into these stupid narratives.,0,4
cLdxuaxaQwc,"Hi Felix. As an newly subscriber and a fan, I didn't see the bit your apologizing for on your channel but heard the douchebag Sargon of Akkad (not a fan) mentioned it on his channel, where he's clearly stating that it's more then ok to use that particular word if one is not a racist and actually said it multiple times. You clarly have more integrity and a higher moral character then he has and as a Albanien-Swed, am verry proud of you for apologizing. Big UP Brah!",0,5
cLdxuaxaQwc,Ive said some hateful shit while playing video games and i tend to rage to and in that rage i probably shouldn't have said some stuff that i did but idgaf,0,1
cLdxuaxaQwc,"I defended pewds the last racist thing he did. Pewds isn't racist, that's just his inappropriate, dark humor. There's no need to be sensitive, but if you're accidentally racist on several occasions it's not an accident and you're actually racist. I've never ever said the n word, because from a white person that's a terribly hurtful word, and with the black family members that I have, I would never want my young cousins to hear the word that came out of this mans mouth, especially since he's an influencer. Now I'm going to be hearing it more, and then hear well pewdiepie said it, so can I. It's not okay, and it's not something you say in the heat of the moment, it only slips out if you frequently say it. I think I gotta give up on defending this. I've been subscribed for like 6 years. And it's time to say farewell.",0,1
cLdxuaxaQwc,Pewdiepie puts up a sorry video for saying the N word.\n\n90% of the comments are people typing it.,0,1
cLdxuaxaQwc,"You are basically the face of YouTube. For someone who has woken up from a coma since before YouTube was around you'd be the first thing they'd know about YouTube. I know you have all this pressure under your shoulders because if you say anything wrong, it would be like the YouTube logo walked on stage and said: Fuck off! \n\nIt's hard to control how you are and speak, I know it, and I feel bad for you. You didn't have to apologize, as you said nigger to a yellow fucking blob, but you did.",0,1
cLdxuaxaQwc,All these people that are saying you should say what ever you want are also trump supporters.,0,4
cLdxuaxaQwc,Pewd you don't have anything to apologize for... it's just a word,0,4
cLdxuaxaQwc,"Thank you for apologizing pewds, i haven't lost respect for you",0,4
cLdxuaxaQwc,Sh*t happens carry on,0,2
cLdxuaxaQwc,Dude it's just a word. Maybe ppl shouldn't be getting so butt hurt to be honest.,0,1
cLdxuaxaQwc,It's not like he said Voldemort. Ain't no evil wizards gonna come out if you say the n word,0,1
cLdxuaxaQwc,lol its just a word,0,4
cLdxuaxaQwc,If a black american says the n word it's called slang. If a black american can call us white people or typical white girls it's called fun. But if a white person says the n word he's a racist. K den,0,1
cLdxuaxaQwc,"People give power to the word they don't want to hear. If someone says the N word, let it slide. Because you're the one who's making it a bigger deal. Stop caring and things will cool off",1,4
cLdxuaxaQwc,Everyone makes mistakes.,0,1
cLdxuaxaQwc,Nice kaws statues dude,0,4
cLdxuaxaQwc,Fuck niggers.,0,1
cLdxuaxaQwc,https://youtu.be/XBJtNAhVLag,0,2
cLdxuaxaQwc,Food for thought everybody: https://www.youtube.com/watch?v=IzloFCxX7HQ,0,2
cLdxuaxaQwc,Adamsın,0,2
cLdxuaxaQwc,damn nigga,0,1
cLdxuaxaQwc,*nigge whut?*,1,2
cLdxuaxaQwc,Niggers,0,2
cLdxuaxaQwc,Nigga,0,2
cLdxuaxaQwc,PUSSY,0,2
cLdxuaxaQwc,#deletethischannel,0,2
cLdxuaxaQwc,"Pewdiepie... bumass nigga, lmao.",0,5
cLdxuaxaQwc,Nigga,0,2
cLdxuaxaQwc,It's okay pewds,0,4
cLdxuaxaQwc,Fucking nigger,0,1
cLdxuaxaQwc,Love ya Felix,0,5
cLdxuaxaQwc,fuckniggers,0,2
